ID,ADDRESS1,INSTITUTION,ADDRESS2,CITY,PROVINCE,ZIP,COUNTRY,LATITUDE,LONGITUDE
721040,LEVANTKAJ 4-14,COPENHAGEN INTERNATIONAL SCH,,NORDHAVN,,2150,DENMARK,55.7122849,12.5983681
721000,VIEMOSEVEG 1,AARHUS BUSINESS COLLEGE,,VIBYJ,,8260,DENMARK,56.1295308,10.1537941
721301,2 BOGILDVEJ,IKAST-BRANDE GYMNASIUM,,IKAST,,7430,DENMARK,56.135573,9.1270203
842200,APARTADO #1169,CAROL MORGAN SCHOOL,AVE SARASOTA ESQ NUNEZ CACERES,SANTO DOMINGO,,,DOMINICAN REPUBLIC,18.4475889,-69.9516839
842248,AVE SARASOTA 51 BELLA VISTA,COLEGIO BILINGUE NEW HORIZONS,,SANTO DOMINGO,,,DOMINICAN REPUBLIC,18.4575,-69.93633
842369,FERNANDO VALERIO #2 LA JULIA,AMERICAS BICULTURAL ACAD THE,,SANTO DOMINGO,,,DOMINICAN REPUBLIC,18.4586306,-69.9288853
842131,INDEPENDENCIA 116,LAS PALMAS CHRISTIAN SCHOOL,,SN PEDRO MACORIS,,,DOMINICAN REPUBLIC,18.459476,-69.3026989
842365,PEDRO ALBIZU CAMPOS 26,MCSCHOOL,EL MILLON,SANTO DOMINGO,,10149,DOMINICAN REPUBLIC,18.464351,-69.95744
842362,CALLE ROBERTO PASTORIZA NO 329,BABEQUE SECUNDARIA,,SANTO DOMINGO,,,DOMINICAN REPUBLIC,18.4699659,-69.9305603
842279,AVE PEDRO HENRIQUEZ URENA 95,SAINT JOSEPH SCHOOL,LA ESPERILLA,SANTO DOMINGO,,10107,DOMINICAN REPUBLIC,18.4704406,-69.9167669
842132,CALLE VIARATO FIALLO NO 14,ESPACIO EDUCATIVO AD MAIORA,ENSANCHE JULIETA,SANTO DOMINGO,,,DOMINICAN REPUBLIC,18.4714079,-69.9440376
842368,AV GUSTAVO MEJIA RICART #87,COMUNIDAD EDUCATIVA LUX MUNDI,,SANTO DOMINGO,,,DOMINICAN REPUBLIC,18.47427,-69.9367942
842226,HECTOR INCHAUSTEGUI 8,SAINT MICHAEL'S SCHOOL,,SANTO DOMINGO,,,DOMINICAN REPUBLIC,18.4756683,-69.9380845
842360,JUAN TOMAS MEJIA COTES,SAINT THOMAS SCHOOL,#43 ARROYO HONDA,SANTO DOMINGO,,,DOMINICAN REPUBLIC,18.488666,-69.934003
842275,CIUDAD LAS CANAS,CAP CANA HERITAGE SCHOOL,LA ALTAGRACIA,HIGUEY,,,DOMINICAN REPUBLIC,18.5102265,-68.4043293
842223,AVE BARTOLOME COLON,O&M HOSTOS SCHOOL LOS JARDINES,SANTIAGO,LOS JARDINES,,,DOMINICAN REPUBLIC,19.4680154,-70.6899106
842274,CALLE LOS PINOS #4 AL LADO DE,GARDEN KIDS INTERNATIONAL SCHL,CARIBE CAMPO PUERTO PLATA,SOSUA,,57000,DOMINICAN REPUBLIC,19.7519321,-70.5189177
842222,AVE. GEN IMBERT BARRERA #57A,O&M HOSTOS SCHOOL,,PUERTO PLATA,,,DOMINICAN REPUBLIC,19.789134,-70.691703
930022,KM 2.5 VIA SAMBORONDON,UNIDAD ED BILNGE CNT ED MODERN,,SAMBORONDON,,92301,ECUADOR,-2.1374183,-79.8633046
930151,VIA A SAMBORONDON KM 9,COLEGIO MENOR SAMBORONDON CMPS,LEON FEBRES CORDERO 823,SAMBORONDON,,92302,ECUADOR,-2.0750479,-79.8664336
930021,KM 14.5 VIA PERIMETRAL,UNIDAD EDUCATIVA TORREMAR,,DAULE GUAYAS,,,ECUADOR,-2.0500159,-79.896374
930020,KM 12.5 VIA A SAMBORONDON,UNIDAD EDUCATIVA BILINGUE DELT,,DAULE,,EC090656,ECUADOR,-2.049161,-79.8718956
930209,KM 13.5 VIA A SAMBORONDON,UNIDAD EDUCATIVA MONTE TABOR,GUAYAS,GUAYAQUIL,,,ECUADOR,-2.0428484,-79.8561148
930204,MARCELO HERDOIZA CRESPO-200,COLEGIO PARTICULAR HOLY CROSS,SECTOR SANTA ROSA,QUITO,,,ECUADOR,-0.259083,-78.5202232
930208,CALLE JUAN MONTALVO OE1-363,COLEGIO JOSE ENGLING,TUMBACO PICHINCHA,QUITO,,EC 170910,ECUADOR,-0.2208942,-78.4096389
930206,GONZALEZ SUAREZ S/N,WILLIAM SHAKESPEARE SCHOOL,Y VIA INTEROCEANICA,TUMBACO,,,ECUADOR,-0.2127464,-78.4151454
930150,VIA A SANTA INES E4-172,COLEGIO MENOR SAN FRANCISCO,,QUITO,,,ECUADOR,-0.1983678,-78.4250838
930200,CASILLA 17-11-06186,ALLIANCE ACADEMY INTERNATIONAL,VILLALENGUA 789 Y 10 DE AGOSTO,QUITO,,,ECUADOR,-0.1725764,-78.488781
930311,NUEVO TRAMO DE LA NUEVA,LICEO CAMPOVERDE,VIA ORIENTAL KM 2 1/2,QUITO,,,ECUADOR,-0.1671493,-78.4467313
930405,DE LAS HIGUERILLAS Y ALONDRAS,ACADEMIA COTOPAXI,CASILLA 17-11-6510,QUITO,,,ECUADOR,-0.15905,-78.461196
930203,DE LAS AMAPOLAS E15-268,LICEO INTERNACIONAL,MONTESERRIN,QUITO,,,ECUADOR,-0.1547402,-78.4609067
930312,GUAYACANES N5101 Y ALAMOS,UNIDAD EDUCATIVA MARTIM CERERE,,QUITO,,170505,ECUADOR,-0.1423659,-78.466497
930202,CARLOS ARCOS FRANCO Y CARMEN,COLEGIO INTERNACIONAL SEK-QUIT,SAN ISIDRO DE EL INCA,QUITO,,,ECUADOR,-0.141608,-78.467735
930210,AMAGASI DEL INCA,COLEGIO BRITANICO INTERNACIONA,CALLE LAS NUECES E18-21,QUITO,,,ECUADOR,-0.1331792,-78.4555605
930201,AV DIEGO VASQUEZ DE CEPEDA,FUND ED ALBERTO EINSTEIN,N77-157 SECTOR CARCELEN QUITO,QUITO,,,ECUADOR,-0.0916301,-78.4778584
930207,CALLE UNION 886,ISM INTERNATIONAL ACADEMY,Y AVE GEOVANNY CALLES,QUITO,,EC170155,ECUADOR,-0.0893236,-78.4241508
930250,MANUEL BENIGNO CUEVA N80-190,COLEGIO AMERICANO DE QUITO,URB CARCELEN PO BOX 1701157,QUITO,,,ECUADOR,-0.0880613,-78.4658158
930205,PO BOX 17-21-52,BRITISH SCHOOL - QUITO,PICHINCHA,QUITO,,,ECUADOR,,
648012,ALI IBN ABI TALIB ST,LUXOR STEM SCHOOL,LUXOR,TEEBA,,85863,EGYPT,25.7373057,32.7611537
648029,ASSIUT AIRPORT RD,ASSIUT STEM SCHOOL,MENKABAD,ASSIUT,,71511,EGYPT,27.1849013,31.0750008
648135,MUBARAK 1 BEHIND NILE HOSPITAL,SUNRISE INTERNATIONAL SCHOOL,RED SEA,HURGHADA,,84511,EGYPT,27.2241393,33.8069339
648008,TAKSEEM EL NAGDA DAHAR,PRODUCER OF LIFE INTL AMER SCH,HURGHADA,RED SEA,,84517,EGYPT,27.2357118,33.7896555
648022,AL AHYAA MUBARAK 11 DIST,RED SEA STEM SCHOOL,HURGHADA,RED SEA,,,EGYPT,27.2905548,33.7311253
648026,DOWNTOWN EL GOUNA,EL GOUNA INTERNATIONAL SCHOOL,NR HURGHADA,EL GOUNA RED SEA,,85413,EGYPT,27.396959,33.672859
648126,BANKS ST UMM EL SEID HADABA,ST JOSEPH PRIVATE LANGUAGE SCH,,SHARM EL SHEIKH,,46619,EGYPT,27.851717,34.3045568
648150,ABDUL ALLAH ALNADEEM ST,CITY INTERNATIONAL 6TH OCTOBER,MUTAMAYEZ-STATION ATLAS,6TH OCTOBER CITY,,,EGYPT,29.9285429,30.9187827
648648,4TH DISTRICT 3RD SECTION,ROYAL INTERNATIONAL SCHOOL,GIZA,6TH OF OCTOBER,,,EGYPT,29.956699,30.9303948
648121,61 STREET 10,AMAL AMERICAN SCHOOL,,MAADI CAIRO,,,EGYPT,29.9586156,31.2744284
648300,1 MIDAN DIGLA ROAD 253,CAIRO AMERICAN COLLEGE,DIGLA MAADI,CAIRO,,11431,EGYPT,29.9586156,31.2744284
648133,PO BOX 858,MANARAT EL MAADI LANGUAGE SCHL,,CAIRO,,11345,EGYPT,29.9605882,31.3101557
648304,NEW MAADI ST #250 DEGLA,VICTORY AMERICAN COLLEGE MAADI,OPP THE GRAND MALL HELWAN,MAADI,,11728,EGYPT,29.9624786,31.2727836
648018,ZAHRAA AL MAADI,MAADI STEM SCHOOL FOR GIRLS,BEHIND FUTURE SCHOOL NO 5,MAADI,,11742,EGYPT,29.963658,31.3114808
648093,PO BOX 218,AFRICAN HOPE LEARNING CENTRE,MAADI,CAIRO,,,EGYPT,29.9654694,31.2498422
648151,MOKKATAM MIDDLE HILL,AL WAHA LANGUAGE SCHOOL,,CAIRO,,11571,EGYPT,29.9662366,31.1805648
648070,NEAR TO AL ASHGAR COMPOUND,STEM HIGH SCHOOL FOR BOYS-6OCT,BEHIND COSMOS VILLAGE,6 OF OCTOBER,,,EGYPT,29.9687283,30.8688461
648005,OMAR BEN ABDELAZIZ-SOMIED WEST,SMART VISION INTERNATIONAL SCH,,6TH OF OCTOBER C,,12563,EGYPT,29.9693106,30.9720368
648280,SHATR #3 ZAHRAA EL MAADI,AL BASHAER INTEGRATED SCHOOLS,,CAIRO,,,EGYPT,29.9709825,31.3198919
648023,EL BASHAYER DISTRICT,NEWCASTLE SCHOOL,OCTOBER 6 CITY,GIZA,,12566,EGYPT,29.9740911,30.9146047
648111,A DIVISION OROUBA LANG SCH,MISR AMERICAN COLLEGE,20 TUNIS STREET,CAIRO,,,EGYPT,29.9742182,31.2717927
648010,8TH MUJAWERA ME'RAJ ALSUFLY,SUMMITS INTERNATIONAL SCHOOLS,MAADI,CAIRO,,,EGYPT,29.9743699,31.3065539
648032,B2-B3 SOUTH RING RD,MALVERN SCHOOL - EGYPT,INVESTMENT ZONE,KATTAMEYA CAIRO,,11771,EGYPT,29.9804087,31.3469852
648024,"AREA 40 BLOCK EL-MARKAZ,EL-RA-",SUN OF GLORY INTERNATIONAL SCH,"ESI,BEHIND CARREFOUR EL-MEARAG",MAADI CAIRO,,11728,EGYPT,29.9823437,31.3096994
648152,NABOROH ROAD,GLORY AMERICAN SCHOOLS,,MANSOURA,,35111,EGYPT,29.9823437,31.3096994
648118,10 ABDALLA EL NADIM STREET,THEBES AMERICAN COLLEGE,MOTAMAYEZ,SIX OCTOBER CITY,,,EGYPT,29.985677,30.9764288
648312,RING ROAD OPPOSITE CARREFOUR,MANARAT EL MOSTAQBAL SCHOOLS,MAADI CITY CENTER,CAIRO,,,EGYPT,29.9885733,31.3184377
648148,DISTRICT 3 AREA 4 NEW CAIRO,QAITBAY PRIVATE LANGUAGE SCHL,5H COMPOUND,CAIRO,,11311,EGYPT,29.992778,31.4201397
648116,4TH DISTRICT  5TH SUBURB,MODERN EDUCATION AMERICAN SCH,NEW CAIRO,CAIRO,,,EGYPT,29.9987406,31.4294834
648103,PO BOX 31,INTERNATIONAL SCH CHOUEIFAT,CITY OF 6 OCTOBER DREAMLAND,CAIRO,,12582,EGYPT,30.0024499,31.4062261
648299,POST OFFICE BOX 2760,INTL SCHOOL OF CHOUEIFAT CAIRO,AL HORREYA HELIOPOLIS,CAIRO,,,EGYPT,30.0024499,31.4062261
648030,ZEZINIA COMPOUND IN FRONT OF -,PRINCETON INTERNATIONAL SCHOOL,AUC GATE 4 FIFTH SETTLEMENT,CAIRO,,11835,EGYPT,30.0042303,31.4897126
648050,AL-ASMARAT COMPOUND,VIRGINIA INTERNATIONAL SCHOOL,AL-MOKATAM,CAIRO,,,EGYPT,30.0044945,31.3477278
648729,PO BOX 3130 EL HORREYA,ST GEORGES INTERNATIONAL COLL,HELIOPOLIS,CAIRO,,11631,EGYPT,30.0058879,31.2299061
648115,#NAME?,AKHNATON EGYPTIAN LANG SCH,NEW CAIRO CITY FIFTH REGION,CAIRO,,,EGYPT,30.0060661,31.4139354
648450,PO BOX 9057,NEW CAIRO BRITISH INTL SCHOOL,,NASR CITY CAIRO,,,EGYPT,30.0067647,31.423661
648122,NAZLET EL BATRAN EL MARRIOUTIA,VALLEY LANGUAGE SCHOOLS,EL HARAM,GIZA,,12561,EGYPT,30.007912,31.2036567
648013,KERDASA EL MANSOURAYA CANAL RD,GENIUS INTERNATIONAL SCHOOL,HARAM,GIZA,,,EGYPT,30.009362,31.1163504
648414,LANDPIECE 7377-AREA F,MOKATAM LANGUAGE SCHOOL,PO BOX 116,MOKATAM,,,EGYPT,30.0116965,31.3185588
648108,BEGINNING OF FAYOUM HWY,MISR LANGUAGE SCH AMER DIV,,GIZA,,,EGYPT,30.0130557,31.2088526
648127,12 ELSAFA & ELMARWA,DELTA INTL LANGUAGE SCH-AM DIV,MARIOTEA FAISAL,GIZA,,,EGYPT,30.0130557,31.2088526
648411,CHAMPS ELYSEE ST,AL-HELM LANGUAGE SCHOOL,DREAM LAND COMPOUND,6TH OF OCT GIZA,,,EGYPT,30.0130557,31.2088526
648413,BARAGIL MAIN ST,CAIRO MODERN HOUSE AMERICAN,ACROSS FROM POLICE STATION,AUSEEM GIZA,,,EGYPT,30.0130557,31.2088526
648340,BESIDE THE NEW SHOOTING CLUB,JANA DAN INTERNATIONAL SCHOOL,ELKATTAMEYA NASR CITY MAADI RD,CAIRO,,,EGYPT,30.0148586,31.4373596
648110,20 EL NARGUIS SERVICE AREA,NARMER AMERICAN COLLEGE,NEW CAIRO CITY,CAIRO,,11477,EGYPT,30.0159439,31.4620697
648424,TALBIA BAHARIA ST/KING FAISAL,QUEEN AMERICAN SCHOOL,PO BOX 295 EL ORMAN,GIZA,,122555,EGYPT,30.0172691,31.2008882
648427,105 SAKARA RD,AHMOS AMERICAN SCHOOL,MARIOTEA HARAM,GIZA,,,EGYPT,30.0172691,31.2008882
648092,5TH SETTLEMENT OFF ROAD 90,INTERNATIONAL SCHL ELITE EDU,BEHIND MASRAWEYA COMPOUND,NEW CAIRO,,,EGYPT,30.0196434,31.4800733
648420,ILI 4 MAHMOUD AZMY STREET,EL ALSSON SCHOOL,SAHAFEYEEN PO BOX 13,EMBABA CAIRO,,12411,EGYPT,30.02096,31.0511386
648309,PO BOX 5 NEW CAIRO,MODERN ENGLISH SCHOOL CAIRO,TAGAMOA KHAMIS,CAIRO,,11835,EGYPT,30.0245776,31.4233688
648004,HASSAN AL-MAMOUN ST EXT BEHIND,AL RETAJ INTERNATIONAL SCHOOL,AL-SALAM MOSQUE,CAIRO,,11837,EGYPT,30.0303606,31.3565305
648128,5TH DIST-SOUTH OF MUBARAK ACAD,HAYAH INTERNATIONAL ACADEMY,,NEW CAIRO,,,EGYPT,30.031731,31.4291234
648140,5TH COMPOUND TAGAMO EL KHAMES,SALAHALDIN INTERNATIONAL SCHL,YASMEEN COURT NEW CAIRO,CAIRO,,,EGYPT,30.0343981,31.4480243
648014,AREA 17 KH,CAPITAL INTRNTL SCH - AMERICAN,EL-NARGUESS DISTRICT,NEW CAIRO,,,EGYPT,30.0361148,31.4209751
648090,GREENS COMPOUND,AMERICAN INTL SCHL EGYPT-WEST,6 OF OCTOBER,EL SHEIK ZAYED,,12588,EGYPT,30.0361148,31.4209751
648144,EL TESSEN RD 5TH SETTLEMENT,INTERNATIONAL SCHOOL OF EGYPT,DISTRICT 6 ZONE 2,NEW CAIRO,,,EGYPT,30.0361148,31.4209751
648295,POST OFFICE BOX 8090 MASAKEN,AMERICAN INTERNATIONAL SCHOOL,,NASR CITY CAIRO,,11371,EGYPT,30.0361148,31.4209751
648344,EL TAGUMOE EL KHAMES,MODERN AMERICAN SCH EGYPT 2000,,NEW CAIRO CITY,,,EGYPT,30.0361148,31.4209751
648002,1ST URBAN DISTRICT,BEDAYIA INTERNATIONAL SCHOOL,EL BANAFSEG ZONE NEW CAIRO,CAIRO,,,EGYPT,30.0363219,31.4680785
648120,59 EL HUSSEIN ST,MANOR HOUSE SCHOOL-OCTOBER,DOKKI,CAIRO,,,EGYPT,30.0432511,31.1993647
648019,AL-NAKHEEL ST 14TH NEIGHBORHD,HIGHLANDS SCHOOL OF EGYPT,GHARB SOMID 6TH OF OCT CITY,CAIRO,,12454,EGYPT,30.0444196,31.2357116
648034,DISTRICT HWY INVESTMENT LAND,MANHATTAN INTERNATIONAL SCHOOL,ZAHRAA EL MAADI,CAIRO,,11742,EGYPT,30.0444196,31.2357116
648131,27 SABRI ABU ALEM STREET,CAIRO COVENANT SCHOOL,HELIOPOLIS,CAIRO,,11341,EGYPT,30.0444196,31.2357116
648136,KATAMEYA RING ROAD OPPOSITE TO,SAMA LANGUAGE SCHOOL,CARREFOUR MAADI NEXT TO MTI,CAIRO,,,EGYPT,30.0444196,31.2357116
648143,3A BABEL STREET,RAMSIS AMERICAN SCHOOL,DOKKI GIZA,CAIRO,,12111,EGYPT,30.0444196,31.2357116
648310,3 ABDELRAHMAN ELRAFEI STREET,SAINT PETERS LANGUAGE SCHOOL,HEGAZ SQUARE - HELIOPOLIS,CAIRO,,,EGYPT,30.0444196,31.2357116
648423,1ST COMPOUND AL TAGAMA,CAIRO MODERN SCHOOL,AL-AWAL AL REHAB CITY MAIN RD,CAIRO,,,EGYPT,30.0444196,31.2357116
648106,AHMED EL-ZOMOR,FUTURES INTERNATIONAL SCHOOL,BOX 505,NASR CITY CAIRO,,,EGYPT,30.0447165,31.3465949
648003,CAIRO ALEX DESERT ROAD KM 10.5,GENIUS DOME INTERNATIONAL SCHL,,GIZA,,,EGYPT,30.0455535,31.0759504
648412,KATTAMEYA 5TH COMPOUND,EGYPTIAN LANGUAGE SCHOOL,NEW CAIRO,CAIRO,,,EGYPT,30.0468484,31.3315362
648416,MASGUED RADWAN ST,EGYPTIAN BRITISH LANGUAGE SCHL,AGAMI-HANOVILLE,ALEXANDRIA,,,EGYPT,30.0468484,31.3315362
648315,FIFTH DISTRICT FIRST SUBURB,OCTOBER LANGUAGE MANOR HOUSE,NEW CAIRO,CAIRO,,,EGYPT,30.0489078,31.2004902
648422,EL TAGAMOE EL AWAL OFF ZAKER -,DR NERMIEN ISMAIL AMERICAN SCH,HUSSEIN ST NEXT TO POLICE ACAD,CAIRO,,,EGYPT,30.0531635,31.4340839
648147,PO 17 EL TAGAMOA EL AWAL,AL AFAK AL GADEDA INTRNTL SCHL,,NEW CAIRO,,11865,EGYPT,30.0537604,31.4488135
648149,INTERSECTION OF ZAKER HOSSEIN,EGYPT INTEGRATED SCHOOL,WITH RINDROAD 1ST SETTLEMENT,NEW CAIRO,,11477,EGYPT,30.0551664,31.4143842
648138,FIRST SETTLEMENT SECTOR 8,GLOBAL PARADIGM INTL SCHOOL,BLOCK K1,NEW CAIRO,,,EGYPT,30.0557874,31.4558272
648146,BEVERLY HILLS SUB DIVISION,AMERICAN SCHOOL BEVERLY HILLS,,EL-SHEIKH ZAIED,,12588,EGYPT,30.0567391,30.947654
648145,MOSTAFA EL NAHAS ST,EL ROWAD LANG SCHL AMERICN DIV,8TH DISTRICT NASR CITY,CAIRO,,,EGYPT,30.0583872,31.366862
648112,66 ISMAIL KABANNY STREET,ST FATIMA LANGUAGE SCHOOL,NASR CITY FIRST ZONE,CAIRO,,,EGYPT,30.0589859,31.3336589
648028,BEVERLY HILLS ENTRANCE NO 5,NEW VISION INTERNATIONAL SCHL,SHEIKH ZAYED PO BOX 120,GIZA,,12588,EGYPT,30.060482,30.960411
648410,24 ISMAIL MOHAMED STREET,DAR EL TARBIAH SCHOOL-AMERICAN,ZAMALEK,CAIRO,,11211,EGYPT,30.0625042,31.2228764
648298,TAGAMOA AWAL,GREEN HEIGHTS AMERICAN INTL,BEHIND MIRAGE CITY,CAIRO,,,EGYPT,30.0652429,31.4378983
648113,6 MOHAMED THAKEB ZAMALEK,CITY INTERNATIONAL SCHOOLS,,CAIRO,,0,EGYPT,30.0658819,31.2186505
648348,32 ABOU BAKR EL-SEDIKK ST,EL NASR LANGUAGE SCHOOL,HELIOPOLIS,CAIRO,,,EGYPT,30.0665371,31.2725086
648349,25 AL FALOUGA STREET,QAWMIA LANGUAGE SCHL IN AGOUZA,AGOUZA,GIZA,,,EGYPT,30.0679745,31.1971543
648033,MANSOURIYA ROAD KAFR HAKIM,SMART CITY INTL - AMERICAN DIV,KERDASSA,CAIRO GIZA,,,EGYPT,30.0715011,31.0987963
648141,NEW CAIRO-ELTAGAMOA ELAWAL,AL ANDALUS INTERNATIONAL SCHL,BEHIND THE MIRAGE CITY,CAIRO,,,EGYPT,30.0730307,31.444931
648297,PO BOX 137,BRITISH INTERNATIONAL SCHOOL,GEZIRA,CAIRO,,11211,EGYPT,30.0735214,30.9482659
648021,MIRAGE CITY NEW CAIRO,CAIRO ENGLISH SCHOOL,,CAIRO,,,EGYPT,30.0794531,31.4509753
648125,KORNAISH EL NEIL IMBABA-QANATE,EL EBDAA LANGUAGE SCHOOL,RD AFTER CALTEX OIL STATION,GIZA,,,EGYPT,30.0815975,31.1950354
648426,GAMAL ABDEL NASSER ST  MIAMI,ARAB ACADEMY SCI/TECH/MARITIME,PO BOX 1029,ALEXANDRIA,,,EGYPT,30.0818516,31.0168793
648035,25 CAIRO ALEX RD,VICTORIA INTERNATIONAL COLLEGE,OPPOSITE TO OASIS HOTEL,GIZA,,12556,EGYPT,30.0967583,31.3265071
648343,2 KHALED IBN EL WALID,SHERATON HELIOPOLIS SCHOOL,SHERATON HELIOPOLIS,CAIRO,,,EGYPT,30.0996112,31.3726409
648105,61 OMAR IBN EL KHATTAB ST,BRITISH BOOK CENTER BBC INTL S,DESERT RD BEL BAIS HELIOPOLIS,CAIRO,,,EGYPT,30.102944,31.2606733
648311,THE MOSQUE ST 5TH AREA MISR,OWN HELIOPOLIS LANGUAGE SCHOOL,CONSTRUCTION BLDG HELIOPOLIS,CAIRO SHERATON,,1060,EGYPT,30.1060807,31.3819595
648132,PO BOX 98,BRITISH COLUMBIA CANADIAN INTL,,CAIRO,,11519,EGYPT,30.112269,31.615006
648347,29 IBN EL-HAKAM STREET,HELIOPOLIS MODERN LANGUAGE SCH,HELMIET EL-ZEITOUN,CAIRO,,,EGYPT,30.114469,31.356902
648000,14 BADIE KHAIRY ST ELNOZHA,SUNRISE LANGUAGE SCHOOL,HELIOPOLIS,CAIRO,,11351,EGYPT,30.1184498,31.3517508
648134,22 KM ISMALIA ROAD,PIONEER INTEGRATED SCHOOLS,EL OBOUR,CAIRO,,,EGYPT,30.151188,31.436501
648123,KM2.5 CAIRO-ALEX DESERT RD,EL QUADAH-LEADERS AMERICAN SCH,,CAIRO,,,EGYPT,30.1539719,30.8376316
648107,KM 22 CAIRO ISMAILIA RD,NEFERTARI AMERICAN INTL SCHOOL,,HELIOPOLIS CAIRO,,,EGYPT,30.156623,31.4405932
648009,HIS ISMALIA CAIRO ROAD,HOTEP INTERNATIONAL SCHOOL,CAIRO -22.5KM,CAIRO,,202,EGYPT,30.1645574,31.4505043
648031,KM 55 CAIRO ALEX RD,SOLAIMANEYAH INTERNATIONAL SCH,,GIZA,,,EGYPT,30.1660465,30.8187444
648124,27TH KM CAIRO-ISMALLIA RD,NEW GENERATION INTERNATIONAL,,CAIRO,,,EGYPT,30.1671143,31.4932692
648341,KM 27 ISMAILIA DESERT ROAD,THEBES AMERICAN COLL IN CAIRO,,CAIRO,,,EGYPT,30.1676888,31.4944409
648303,HAMZA IBN ABDEL-MOTALEB STREET,DOVER AMERICAN INTERNATIONAL,ZONE 9,EL-SHROUK CITY,,,EGYPT,30.16971,31.599029
648114,KM 30 CAIRO ISMAILIA,RAJAC AMERICAN SCHOOL,DESERT ROAD,CAIRO,,,EGYPT,30.1708791,31.5199041
648316,AMERICAN KENANA COLLEGE,KENANA LANGUAGE SCHOOL,KM 30 ISMALIA RD,CAIRO,,,EGYPT,30.1715005,31.5259369
648345,KILO 29 MISR ISMAILIA RD,MENESE LANGUAGE SCHOOL,,CAIRO,,,EGYPT,30.171616,31.5270802
648308,K 36 MISR ISMAILIA DESERT ROAD,MEMPHIS INTERNATIONAL SCHOOL,,CAIRO,,11837,EGYPT,30.1787839,31.585653
648016,ABU HANIF AN NUIMAN ST,NILE SONS INTERNATIONAL SCHOOL,DISTRICT 6 QALUBIA,OBOUR CITY,,,EGYPT,30.216879,31.4623332
648428,DISTRICT NINE,ASSEDDIQ LANGUAGE SCHOOL,TENTH OF RAMADAN CITY,SHARKIA,,,EGYPT,30.278744,31.740596
648430,NB 7,EL-MASSRIA AMERICAN COLLEGE,10TH OF RAMADAN,EL SHARKIA,,,EGYPT,30.2949629,31.7346616
648020,PORT SAID ST NEXT TO THE -,MENOFIA STEM SCHOOL,POLICE STATION,SIRS ELLYAN,,32861,EGYPT,30.4433133,30.9589865
648109,EL AHRAR RD,EL FOUAD INTERNATIONAL SCHOOL,EL-SHAHEED AHMED FOUD BAKR ST,ZAGAZIG,,,EGYPT,30.5864601,31.5056253
648431,8 AL METHAK ST AL EKBAL,VICTORY COLLEGE VICTORIA,,ALEXANDRIA,,,EGYPT,30.6043005,30.064619
642490,AMERICAN SECTION,AL-MANAR LANGUAGE SCHOOL,RING ROAD SCHOOL DISTRICT,ISMAILIA,,,EGYPT,30.6171905,32.2802621
648011,KM 10.5 BORG EL ARAB ROAD,KING INTEGRATED AMERICAN SCHL,,ALEXANDRIA,,,EGYPT,30.9897954,29.6867545
648425,MANSOURA DAMIETTA HIGH WAY,MANSOURA COLLEGE AMERICAN SCHL,,MANSOURA DAK,,,EGYPT,31.0441304,31.4069765
648419,DAMIETTA ROAD,MANSOURA COLLEGE AMERICAN SCH,,MANSOURA,,,EGYPT,31.063613,31.360291
648290,DELTA ACADEMY SCIENCE COMPOUND,DELTA AMERICAN SCHOOLS,8 TALKHA DAMIETTA HWY DAQAHLIA,MANSOURA,,,EGYPT,31.070837,31.387896
648015,EL MASNAA STREET,KAFR ELSHEIKH STEM HIGH SCHOOL,,KAFR ELSHEIKH,,33511,EGYPT,31.1131041,30.9519947
648080,BEHIND EL NOZHA AIRPORT,MODERN AMERICAN SCHOOL,,ALEXANDRIA,,,EGYPT,31.1848326,29.9569139
648082,NAVAL ACADEMY ROAD EL MAMOURA,MODERN MANAR LANGUAGE SCHOOL,,ALEXANDRIA,,,EGYPT,31.2000924,29.9187387
648429,INTERSECTION OF 45TH ST,TIBA LANGUAGE SCHOOLS AMER DIV,AND MUSTAFA KAMAL ST MIAMI,ALEXANDRIA,,,EGYPT,31.2000924,29.9187387
648104,119 GAMAL ABDEL NASSER ST,KAUMEYA LANGUAGE SCHOOL,BAB SHARK,ALEXANDRIA,,23912356,EGYPT,31.200516,29.9132888
648098,ABEES INTERSECTION OF RING RD,INTERNATIONAL LIBERTY SCHOOL,AND AGRICULTURE RD,ALEXANDRIA,,,EGYPT,31.2008916,29.9955645
648096,1 KM AFTER ABIS GATE,EGYPT MODERN SCHOOL,AGRICULTURE ROAD,ALEXANDRIA,,21529,EGYPT,31.2027482,30.0079154
648119,14 ROUSHDY ST,TAYMOUR ENGLISH SCHOOL,ROUSHDY,ALEXANDRIA,,,EGYPT,31.2030009,29.9995704
648097,134 HORYA ROAD SHATBY,EL NASR BOYS SCHOOL,,ALEXANDRIA,,21127,EGYPT,31.2042532,29.921051
648102,OLD FORD BLDG,RIADA AMERICAN SCHOOL,VICTOR EMANUEL ST,ALEXANDRIA,,21615,EGYPT,31.2207964,29.9497839
648101,KM 8 ALEXANDRIA-CAIRO,ALEXANDRIA HOUSE OF ENGLISH,AGRICULTURAL RD,ALEXANDRIA,,21615,EGYPT,31.224353,29.936227
648060,OFF GAMILA ABOU HREID STREET,AMERICAN SCHOOL OF ALEXANDRIA,SEOFF SHAMAA,ALEXANDRIA,,,EGYPT,31.2248644,29.956392
